Year,Month,LicenseNo,PermitDate,ExpireDate,TariffCode,StatisticalCode,Buyer,BuyerCountryCode,BuyerCountryName,Seller,OriginCountryCode,OriginCountryName,BirthplaceCountryCode,BirthplaceCountryName,Vehicle,CustomPortCode,CustomPortName,Weight,WeightUnit,Quantity,QuantityUnit,PricePerUnit,CurrencyCode,CurrencyName,ExchangeRate,TotalPrice,TotalPriceType,CompanyTaxNo,CompanyName
2565,8,WTO-22080063-22080062,53:38.6,00:00.0,17011400,3,NULL,NULL,NULL,"INKISM INTERNATIONAL CO.,LTD.",TW,"TAIWAN, PROVINCE OF CHINA",TW,"TAIWAN, PROVINCE OF CHINA",YM INCEPTIONV.195S,119,?????????????? ???.,0.072,TNE,6,CT,35,USD,???????????,36.8662,7775.0816,FOB,1.06E+11,"B SOCIETY CO.,LTD."
2565,7,WTO-22070057-22070055,13:57.2,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,LH8086,1190,?????????????????,0.0002,TNE,1,C62,970,THB,???,1,970.29,CPT,1.06E+11,?????? ?????? ?????
2565,3,WTO-22030014-22030014,42:41.8,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,QR0836,1190,?????????????????,0.008,TNE,8,C62,1040,THB,???,1,8319.52,CPT,1.06E+11,?????? ?????? ?????
2565,5,WTO-22050027-22050028,23:41.6,00:00.0,17019910,90,NULL,NULL,NULL,Duchefa Biochemie B.V.,JP,JAPAN,NL,NETHERLANDS,"TK1952/05,TK0068/08",1190,?????????????????,0.01,TNE,2,BQ,344,EUR,????,36.8427,25347.7776,CFR,7.26E+11,?????? ?????????????? ???????? (???.??.??????) ?????
2565,8,WTO-22080060-22080059,15:16.7,00:00.0,17019990,1,NULL,NULL,NULL,Patis France ,BE,BELGIUM,FR,FRANCE,ONE HAMMERSMITH,2801,??????????????????????????????,0.1,TNE,10,BG,2,EUR,????,37.7215,7506.5785,FOB,1.06E+11,?????????????? (?????????) ?????
2565,7,WTO-22070055-22070056,49:36.4,00:00.0,17011300,0,NULL,NULL,NULL,"YOU HONG FOODS CO.,LTD.",TW,"TAIWAN, PROVINCE OF CHINA",TW,"TAIWAN, PROVINCE OF CHINA",YM INSTRUCTION V. 286S,119,?????????????? ???.,0.75,TNE,50,CT,1110,TWD,??????????????,1.1941,66272.55,CIF,1.06E+11,?????? ????? (?????????) ?????
2565,8,WTO-22080067-22080066,28:36.7,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,LX0180,1190,?????????????????,0.012,TNE,12,C62,1582,THB,???,1,18982.68,CPT,1.06E+11,?????? ?????? ?????
2565,5,WTO-22050026-22050027,23:06.2,00:00.0,17019910,90,NULL,NULL,NULL,Duchefa Biochemie B.V.,CN,CHINA,NL,NETHERLANDS,"TK1952/05,TK0068/08",1190,?????????????????,0.0002,TNE,1,BQ,51,EUR,????,36.8427,1893.7148,CFR,7.26E+11,?????? ?????????????? ???????? (???.??.??????) ?????
2565,2,WTO-22020011-22020011,58:55.3,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,XJ921,1190,?????????????????,0.018,TNE,18,C62,1040,THB,???,1,18718.92,CPT,1.06E+11,?????? ?????? ?????
2565,7,WTO-22070056-22070053,30:03.3,00:00.0,17019910,4,NULL,NULL,NULL,TS CORPORATION,KR,"KOREA, REPUBLIC OF",KR,"KOREA, REPUBLIC OF",EVER OWN 0083-007S,2801,??????????????????????????????,80,TNE,80,BG,670,USD,???????????,35.5056,1903100.16,CFR,1.06E+11,???????? (????????) ?????
2565,5,WTO-22050033-22050033,07:03.8,00:00.0,17019990,1,NULL,NULL,NULL,Patis France ,BE,BELGIUM,FR,FRANCE,BARZAN,2801,??????????????????????????????,0.3,TNE,30,BG,2,EUR,????,36.8427,21995.0919,FOB,1.06E+11,?????????????? (?????????) ?????
2565,8,WTO-22070058-22080057,36:23.8,00:00.0,17019910,5,NULL,NULL,NULL,PATEL RETAIL PVT LTD,IN,INDIA,IN,INDIA,BANGKOK BRIDGE V.134E,2801,??????????????????????????????,0.2,TNE,20,CT,9,USD,???????????,35.5056,6248.9856,CIF,1.06E+11,?????? ???????? ???????? ????? ??????????? ?????
2565,6,WTO-22060038-22060037,44:55.1,00:00.0,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,UNITED STATES,US,UNITED STATES,CAROLINA TRADER,2801,??????????????????????????????,19.278,TNE,850,BG,24,USD,???????????,34.594,707187.845,EX-WORK,1.06E+11,??????  ??????? ?????? (?????????) ?????
2565,2,WTO-22020009-22020009,58:03.3,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,XJ921,1190,?????????????????,0.008,TNE,8,C62,1183,THB,???,1,9463.12,CPT,1.06E+11,?????? ?????? ?????
2565,4,WTO-22040022-22040022,57:24.7,00:00.0,17019100,1,NULL,NULL,NULL,SWEET HOME CANDIED PRODUCTS SDN BHD,MY,MALAYSIA,MY,MALAYSIA,ASTATIC REUNION N006,119,?????????????? ???.,5,TNE,250,BG,46,USD,???????????,33.6712,388902.36,CIF,1.05E+11,?????? ??????????? ??? ????????? ?????
2565,2,WTO-22020008-22020008,57:39.4,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,XJ921,1190,?????????????????,0.006,TNE,6,C62,1248,THB,???,1,7487.58,CPT,1.06E+11,?????? ?????? ?????
2565,2,WTO-22020006-22020006,41:46.3,00:00.0,17019100,2,NULL,NULL,NULL,"CaramelCrisp LLC, DBA GARRET POPCORN SHOPS (CARAMELCRISP)",US,UNITED STATES,US,UNITED STATES,EVER CHASTE,2801,??????????????????????????????,19.278,TNE,850,BG,25,USD,???????????,33.2457,707884.0673,EX-WORK,1.06E+11,??????  ??????? ?????? (?????????) ?????
2565,1,WTO-22010003-22010003,02:22.7,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,LH8086,1190,?????????????????,0.001,TNE,1,C62,6632,THB,???,1,6631.63,CPT,1.06E+11,?????? ?????? ?????
2565,6,WTO-22060039-22060038,22:55.7,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,TG927,1190,?????????????????,0.006,TNE,6,C62,969,THB,???,1,5812.08,CPT,1.06E+11,?????? ?????? ?????
2565,7,WTO-22070048-22070047,21:49.4,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,TG921,1190,?????????????????,0.007,TNE,7,C62,969,THB,???,1,6780.76,CPT,1.06E+11,?????? ?????? ?????
2565,3,WTO-22030016-22030016,09:15.7,00:00.0,17019100,1,NULL,NULL,NULL,SWEET HOME CANDIED PRODUCTS SDN BHD,MY,MALAYSIA,MY,MALAYSIA,SSL BRAHMAPUTRA V.891E,119,?????????????? ???.,5,TNE,250,BG,46,USD,???????????,32.3845,374040.975,CIF,1.05E+11,?????? ??????????? ??? ????????? ?????
2565,8,WTO-22080065-22080064,50:29.7,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,QR0836,1190,?????????????????,0.001,TNE,1,C62,969,THB,???,1,968.68,CPT,1.06E+11,?????? ?????? ?????
2565,8,WTO-22080059-22080058,56:18.2,00:00.0,17011400,4,NULL,NULL,NULL,Sugar Australia PTY Limited,AU,AUSTRALIA,AU,AUSTRALIA,KOTA LAMBAI 15ON,2801,??????????????????????????????,40,TNE,40,BG,842,USD,???????????,36.8662,1241653.616,CFR,1.06E+11,???????? (????????) ?????
2565,5,WTO-22050028-22050026,54:55.8,00:00.0,17011300,0,NULL,NULL,NULL,"TEXTURE MAKER ENTERPRISE CO., LTD",TW,"TAIWAN, PROVINCE OF CHINA",TW,"TAIWAN, PROVINCE OF CHINA",SABRE TRADER V.B33S,119,?????????????? ???.,15.425,TNE,617,CT,2,USD,???????????,33.9219,784867.9613,CIF,1.06E+11,?????? ????????? ???? ??????????? ?????
2565,6,WTO-22060044-22060043,25:23.1,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,TG921,1190,?????????????????,0.006,TNE,6,C62,969,THB,???,1,5812.08,CPT,1.06E+11,?????? ?????? ?????
2565,8,WTO-22080066-22080065,28:05.2,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,LX0180,1190,?????????????????,0.001,TNE,1,C62,969,THB,???,1,968.68,CPT,1.06E+11,?????? ?????? ?????
2565,6,WTO-22060037-22060036,56:36.1,00:00.0,17019990,1,NULL,NULL,NULL,Patis France ,BE,BELGIUM,FR,FRANCE,ONE HUMBER,2801,??????????????????????????????,0.2,TNE,20,BG,2,EUR,????,36.7625,14631.475,FOB,1.06E+11,?????????????? (?????????) ?????
2565,6,WTO-22060043-22060042,24:49.0,00:00.0,17019910,3,NULL,NULL,NULL,MERCK KGaA,DE,GERMANY,DE,GERMANY,TG921,1190,?????????????????,0.005,TNE,1,C62,2428,THB,???,1,2427.72,CPT,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110124-23110121,24:20.9,24:20.9,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 177 V.S025,2801,??????????????????????????????,0.6,TNE,30,CT,262,JPY,???,0.246236,38708.3,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,12,WTO-23120142-23120139,11:30.8,00:00.0,17019100,2,NULL,NULL,NULL,CARAMELCRISP PTE. LTD.,SG,SINGAPORE,US,U.S.A.,INESSA V.039N,513,???????? ?.?????-???? ????? (???.),6.93,TNE,300,BG,39,SGD,???????????????,26.5117,312016.2,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2566,2,WTO-23010009-23010008,14:54.6,14:54.6,17019990,2,NULL,NULL,NULL,4WD VISION EUROPE B.V.,NL,NETHERLANDS,PY,PARAGUAY,?YM WISDOM (013E),2801,??????????????????????????????,1.55,TNE,1550,KGM,3,EUR,????,37.3611,198630.29,CFR,1.08E+11,?????? ??? ????? ?? ????????????????? ????????????? ????? (?????)
2565,10,WTO-22100012-22100012,18:22.4,18:22.4,17019100,1,NULL,NULL,NULL,SWEET HOME CANDIED PRODUCTS SDN BHD,MY,MALAYSIA,MY,MALAYSIA,ASIATIC BAY V.N079,250,????????,5,TNE,250,BG,46,USD,???????????,37.2338,430050.39,CIF,1.05E+11,??????????? ??? ????????? ?????
2566,3,WTO-23030023-23030022,22:29.0,22:29.0,17019910,4,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 271,122,TERMINAL 2 (???.),2,TNE,100,CT,4400,JPY,???,0.260146,114464.24,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2566,10,WTO-23100104-23100101,51:36.5,51:36.5,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 171 V.S330,2801,??????????????????????????????,0.2,TNE,10,CT,262,JPY,???,0.246521,12917.7,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,12,WTO-23120135-23120133,43:10.4,00:00.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,OS025,1190,?????????????????,0.0005,TNE,1,C62,2501,THB,???,1,2500.88,EXW,1.06E+11,?????? ?????? ?????
2565,11,NOJTP-22110001-22110001,28:05.9,28:05.9,17011300,0,?????? ??????? ?? ?????,NULL,NULL,AND ONE LLC.,JP,JAPAN,JP,JAPAN,JL031,1190,?????????????????,0.2,TNE,200,KGM,600,JPY,???,0.261751,31410.12,CFR,1.06E+11,?????? ??????? ?? ?????
2566,5,WTO-23050052-23050050,55:29.2,55:29.2,17019990,90,"BAKEHOUSE CO.,LTD.",NULL,NULL,SAS PANACHAT,BE,BELGIUM,NL,NETHERLANDS,YM WREATH,110,????????????????????(?.???????) ???.,0.042,TNE,12,CT,8,EUR,????,37.5693,3776.62,EX-WORK,1.06E+11,?????? ???????? ?????
2566,9,WTO-23090101-23090099,03:32.6,03:32.6,17019100,2,MCCORMICK (THAILAND) LTD,NULL,NULL,"McCormick & Co., Incorporated",US,U.S.A.,US,U.S.A.,????,2801,??????????????????????????????,0.0783,TNE,78.3,KGM,5,USD,???????????,35.2945,13372.5,C&F,1.06E+11,?????? ??????????? (?????????) ?????
2565,9,WTO-22090010-22090010,07:13.4,07:13.4,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,LX0180,1190,?????????????????????,0.006,TNE,6,C62,1162,THB,???,1,6974.52,CPT,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110121-23110118,02:26.2,02:26.2,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,WY817,1190,?????????????????,0.00025,TNE,1,C62,1407,THB,???,1,1406.52,CPT,1.06E+11,?????? ?????? ?????
2565,10,WTO-22100017-22100020,20:52.4,20:52.4,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,TG927,1190,?????????????????????,0.002,TNE,2,C62,1162,THB,???,1,2324.84,CPT,1.06E+11,?????? ?????? ?????
2565,12,WTO-22120033-22120032,58:03.3,00:00.0,17019990,1,NULL,NULL,NULL,Patisfrance,FR,FRANCE,BE,BELGIUM,ONE HAMMERSMITH,2811,????????.LAEM CHABANG CONTAINER (???.),0.12,TNE,12,BG,2,EUR,????,37.5334,10043.94,FOB,1.06E+11,?????? ????????(?????????) ?????
2566,8,WTO-23080082-23080079,41:57.5,41:57.5,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH8088,1190,?????????????????,1.00E-06,TNE,1,C62,586,THB,???,1,585.51,EXW,1.06E+11,?????? ?????? ?????
2566,8,WTO-23080080-23080081,43:20.3,43:20.3,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8088,1190,?????????????????,0.001,TNE,1,C62,247,THB,???,1,246.92,EXW,1.06E+11,?????? ?????? ?????
2566,3,WTO-23030035-23030035,29:07.0,29:07.0,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,LX180,1190,?????????????????,0.003,TNE,3,C62,1026,THB,???,1,3077.85,CPT,1.06E+11,?????? ?????? ?????
2566,6,WTO-23060058-23060056,25:16.6,25:16.6,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8084,1190,?????????????????,0.0005,TNE,1,C62,683,THB,???,1,682.57,EXW,1.06E+11,?????? ?????? ?????
2566,2,WTO-23020021-23020020,48:23.3,48:23.3,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,LH8086,1190,?????????????????,0.003,TNE,3,C62,1026,THB,???,1,3077.85,CPT,1.06E+11,?????? ?????? ?????
2566,2,WTO-23020016-23020015,08:31.8,08:31.8,17019100,1,NULL,NULL,NULL,SWEET HOME CANDIED PRODUCTS SDN BHD,MY,MALAYSIA,MY,MALAYSIA,ASIATIC BAY V.N093,119,?????????????? ???.,5,TNE,250,BG,46,USD,???????????,33.0539,381772.55,CIF,1.05E+11,??????????? ??? ????????? ?????
2566,9,WTO-23090096-23090094,25:57.0,25:57.0,17011400,4,NULL,NULL,NULL,SUGAR AUSTRALIA PTY LIMITED,AU,AUSTRALIA,AU,AUSTRALIA,KOTA LARIS 072N,2801,??????????????????????????????,19,TNE,19,BG,944,USD,???????????,35.2945,633042.15,CFR,1.06E+11,???????? (????????) ????? 
2566,4,WTO-23040042-23040040,49:30.4,49:30.4,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 178 V.S012,2801,??????????????????????????????,0.2,TNE,10,CT,242,JPY,???,0.262863,12722.57,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,3,WTO-23030024-23030021,11:27.5,11:27.5,17019100,2,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 271,122,TERMINAL 2 (???.),0.4,TNE,20,CT,5932,JPY,???,0.260146,30863.72,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2566,9,WTO-23090095-23090093,40:47.2,40:47.2,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,TOKYO TOWER V.S032,2801,??????????????????????????????,0.2,TNE,10,CT,249,JPY,???,0.244912,12196.62,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,6,WTO-23060057-23060055,12:16.5,12:16.5,17019910,1,THAI YAMAZAKI,NULL,NULL,Couplet Sugars SA,BE,BELGIUM,BE,BELGIUM,ONE MANCHESTER (035E),2801,??????????????????????????????,9,TNE,900,BG,2,EUR,????,37.5693,534235.45,CIF,1.06E+11,?????? ??? ???????? ?????
2566,9,WTO-23090094-23090092,44:39.2,44:39.2,17019910,2,NULL,NULL,NULL,JELLY BELLY CANDY COMPANY,US,U.S.A.,US,U.S.A.,LEO PERDANA V.0LK63S1NC,2820,???????????? ?? 3 ??????????????? (???.),5.102967,TNE,225,BG,32,USD,???????????,35.2945,256502.78,FOB,2.16E+11,?????? ????? ????? ?????? ??????? (?????????) ?????
2566,10,WTO-23100109-23100106,55:43.7,55:43.7,17011300,0,NULL,NULL,NULL,PRV ENTERPRISES ,IN,INDIA,IN,INDIA,CCNI ANGOL,2801,??????????????????????????????,0.0318,TNE,31.8,KGM,2,USD,???????????,36.0952,1882.44,C&F,2.16E+11,?????? ????? ?????? ?????
2566,3,WTO-23030029-23030029,53:44.9,53:44.9,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,CAPE FELTON V.S033,2801,??????????????????????????????,0.2,TNE,10,CT,236,JPY,???,0.260146,12278.89,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,5,WTO-23050051-23050049,51:01.2,51:01.2,17019910,4,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 277,122,TERMINAL 2 (???.),1,TNE,50,CT,4400,JPY,???,0.259753,57145.66,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2566,6,WTO-23060060-23060058,15:04.5,15:04.5,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WANHAI 178 V.S016,2801,??????????????????????????????,0.013,TNE,1,CT,249,JPY,???,0.249398,807.3,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,11,WTO-23110122-23110120,33:45.1,33:45.1,17019100,2,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 272,122,TERMINAL 2 (???.),0.2,TNE,10,CT,6429,JPY,???,0.246236,15830.51,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2566,8,WTO-23080087-23080085,35:20.9,35:20.9,17019910,4,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 277,122,TERMINAL 2 (???.),1,TNE,50,CT,5175,JPY,???,0.24824,64232.1,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2565,12,WTO-22120041-22120041,42:46.9,00:00.0,17011300,0,NULL,NULL,NULL,"YOU HONG FOODS CO.,LTD.",TW,TAIWAN,TW,TAIWAN,WAN HAI 272 V.S174,119,?????????????? ???.,0.9,TNE,60,CT,36,USD,???????????,36.1751,78442.09,FOB,1.06E+11,?????? ????? (?????????) ?????
2566,2,WTO-23020011-23020010,10:16.1,10:16.1,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,U.S.A.,US,U.S.A.,XIN WU HAN,2801,??????????????????????????????,19.278,TNE,850,BG,24,USD,???????????,34.9984,720512.06,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2567,1,WTO-24010002-24010002,07:26.3,07:26.3,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,ONE MILANO,2801,??????????????????????????????,0.15,TNE,15,BG,3,EUR,????,38.5637,19204.72,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,10,WTO-23100115-23100111,25:09.5,25:09.5,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,TK058,1190,?????????????????,0.001,TNE,4,C62,494,THB,???,1,1975.4,EXW,1.06E+11,?????? ?????? ?????
2566,10,WTO-23100113-23100110,21:19.6,21:19.6,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,WY815,1190,?????????????????,0.03,TNE,30,C62,1446,THB,???,1,43367.1,CPT,1.06E+11,?????? ?????? ?????
2566,6,WTO-23060055-23060054,27:53.0,27:53.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,OS0025,1190,?????????????????,0.001,TNE,1,C62,1498,THB,???,1,1497.78,EXW,1.06E+11,?????? ?????? ?????
2565,12,WTO-22120037-22120037,22:42.1,00:00.0,17019910,2,NULL,NULL,NULL,JELLY BELLY CANDY COMPANY,US,U.S.A.,US,U.S.A.,YM WINNER V.037E,2801,??????????????????????????????,17.350086,TNE,765,BG,26,USD,???????????,36.1751,721459.92,FOB,2.16E+11,?????? ????? ????? ?????? ??????? (?????????) ?????
2566,9,WTO-23090099-23090095,55:46.0,55:46.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,TK068,1190,?????????????????,2.50E-05,TNE,1,C62,128,THB,???,1,127.51,EXW,1.06E+11,?????? ?????? ?????
2566,4,WTO-23040041-23040038,00:34.9,00:34.9,17011400,90,NULL,NULL,NULL,PATEL RETAIL PVT LTD,IN,INDIA,IN,INDIA,M.V.APOLLON D V.02313W,2801,??????????????????????????????,2.025,TNE,135,CT,0,USD,???????????,34.377,1717.13,CIF,1.06E+11,?????? ???????? ???????? ????? ??????????? ?????
2566,7,WTO-23070068-23070064,35:37.0,35:37.0,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,U.S.A.,US,U.S.A.,YM WELCOME / VOY 003S,2801,??????????????????????????????,19.278,TNE,850,BG,27,USD,???????????,34.9423,787966.34,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2566,1,WTO-23010001-23010001,46:20.4,46:20.4,17019990,1,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,ACX PEARL 232S,2801,??????????????????????????????,0.2,TNE,10,CT,5513,JPY,???,0.26277,14486.51,CFR,1.06E+11,?????? ?????? ???????? ?????? ?????
2565,10,WTO-22100022-22100021,01:44.3,01:44.3,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,U.S.A.,US,U.S.A.,MSC YANG R,2801,???????????????,19.278,TNE,850,BG,24,USD,???????????,37.2338,766532.24,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2565,11,WTO-22110026-22110026,24:49.6,24:49.6,17019990,2,"Paris Bangkok Bakery Co., Ltd",NULL,NULL,Sucre' Distribution,FR,FRANCE,FR,FRANCE,YM WISDOM/0012E,2801,???????????????,0.9,TNE,900,KGM,1,EUR,????,37.2842,42917.84,Ex-Work,2.56E+11,?????? ????? ?????? ???????? ?????
2565,11,WTO-22110030-22110030,45:29.5,45:29.5,17019910,1,THAI YAMAZAKI,NULL,NULL,COUPLET SUGAR SA,BE,BELGIUM,BE,BELGIUM,ONE IBIS (026E),2801,??????????????????????????????,9,TNE,900,BG,2,EUR,????,37.8035,537565.77,CIF,1.06E+11,?????? ??? ???????? ?????
2566,10,WTO-23100103-23100100,31:21.2,31:21.2,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,TK068,1190,?????????????????,2.00E-06,TNE,2,C62,586,THB,???,1,1171.02,EXW,1.06E+11,?????? ?????? ?????
2567,1,WTO-24010004-24010007,19:10.9,19:10.9,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8020,1190,?????????????????,0.00025,TNE,1,C62,1506,THB,???,1,1505.59,EXW,1.06E+11,?????? ?????? ?????
2565,9,WTO-22090005-22090006,28:51.2,28:51.2,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,TG927,1190,?????????????????????,0.001,TNE,1,C62,1162,THB,???,1,1162.42,CPT,1.06E+11,?????? ?????? ?????
2566,4,WTO-23040043-23040041,15:48.2,15:48.2,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,U.S.A.,US,U.S.A.,ST SUCCESS,2801,??????????????????????????????,19.277,TNE,850,BG,30,USD,???????????,34.377,871353.82,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2566,2,WTO-23020015-23020013,10:27.5,10:27.5,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,TG921,1190,?????????????????,0.002,TNE,2,C62,998,THB,???,1,1995.86,CPT,1.06E+11,?????? ?????? ?????
2565,12,WTO-22110032-22110034,37:57.3,00:00.0,17019990,90,NULL,NULL,NULL,GREENTECH S.A.,FR,FRANCE,FR,FRANCE,FX6159,1190,?????????????????,4.00E-05,TNE,2,BG,0,USD,???????????,38.3565,3.84,FOB,1.06E+11,?????? ?????? (?????????) ?????
2566,12,WTO-23120138-23120135,09:29.1,00:00.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,DE,GERMANY,OS025,1190,?????????????????,0.0001,TNE,1,C62,2474,THB,???,1,2473.7,EXW,1.06E+11,?????? ?????? ?????
2566,10,WTO-23100111-23100108,59:40.8,59:40.8,17019990,3,?????? ????????-?????????? ???????? ?????,NULL,NULL,TEREOS,FR,FRANCE,BE,BELGIUM,ONE HAMBURG/076E,2801,??????????????????????????????,2.7,TNE,2700,KGM,2,EUR,????,38.6608,237473.96,FCA,1.06E+11,????????-?????????? ????????  ?????
2565,9,WTO-22090011-22090011,30:45.3,30:45.3,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,U.S.A.,US,U.S.A.,GUANGZHOU TRADER,2801,???????????????,19.278,TNE,850,BG,24,USD,???????????,36.0746,733622.08,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2566,11,WTO-23110117-23110114,08:00.9,08:00.9,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 178 V.S020,2801,??????????????????????????????,0.2,TNE,10,CT,262,JPY,???,0.246236,12902.77,CFR,1.16E+11,???????? ?????? (????????) ?????
2565,9,WTO-22090009-22090009,22:13.0,22:13.0,17011400,3,"EBISU FOODS CO.,LTD.",NULL,NULL,"SANKYU FOOD CO.,LTD.",JP,JAPAN,JP,JAPAN,YM INCEPTION,300,???.???????? ????????? (FEDI),0.08,TNE,400,PK,55,JPY,???,0.2669,5871.8,FOB,1.06E+11,?????? ?????? ?????
