Year,Month,LicenseNo,PermitDate,ExpireDate,TariffCode,StatisticalCode,Buyer,BuyerCountryCode,BuyerCountryName,Seller,OriginCountryCode,OriginCountryName,BirthplaceCountryCode,BirthplaceCountryName,Vehicle,CustomPortCode,CustomPortName,Weight,WeightUnit,Quantity,QuantityUnit,PricePerUnit,CurrencyCode,CurrencyName,ExchangeRate,TotalPrice,TotalPriceType,CompanyTaxNo,CompanyName
2566,8,WTO-23080072-23080069,05:56.6,05:56.6,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,ONE IBIS,2801,??????????????????????????????,0.25,TNE,25,BG,3,EUR,????,38.6319,31388.42,CIF,1.06E+11,?????? ????????(?????????) ?????
2567,2,WTO-24020009-24020010,19:03.7,19:03.7,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8020,1190,?????????????????,0.002,TNE,2,C62,283,THB,???,1,565.74,EXW,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110126-23110123,10:05.4,10:05.4,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,ONE MEISHAN,2801,??????????????????????????????,0.15,TNE,15,BG,3,EUR,????,38.8401,19284.11,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,2,WTO-23020019-23020017,21:18.6,21:18.6,17011400,3,?????? ?????? ?????,NULL,NULL,SANKYU FOOD CO LTD.,JP,JAPAN,JP,JAPAN,YM INCEPTION,300,???.???????? ????????? (FEDI),0.08,TNE,400,PK,70,JPY,???,0.2581,7226.8,FOB,1.06E+11,?????? ?????? ?????
2566,3,WTO-23030038-23030036,34:49.4,34:49.4,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,ONE CYGNUS,2801,??????????????????????????????,0.25,TNE,25,BG,3,EUR,????,37.0786,30126.36,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,3,WTO-23030039-23030037,32:41.4,32:41.4,17019990,2,"Paris Bangkok Bakery Co., Ltd",NULL,NULL,Sucre' Distribution,FR,FRANCE,FR,FRANCE,YM WELLNESS,2821,?????????????? 2 ??????????????? (???.),0.9,TNE,900,KGM,2,EUR,????,37.4705,64411.79,EXW,2.56E+11,?????? ????? ?????? ???????? ?????
2566,12,WTO-23120137-23120134,24:57.7,00:00.0,17011400,3,NULL,NULL,NULL,SANKYU FOOD CO LTD.,JP,JAPAN,JP,JAPAN,YM INITIATIVE,300,???.???????? ????????? (FEDI),0.08,TNE,400,PK,55,JPY,???,0.239481,5268.58,C&F,1.06E+11,?????? ?????? ?????
2566,8,WTO-23080085-23080083,53:33.5,53:33.5,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 278 V.S014,2801,??????????????????????????????,0.2,TNE,10,CT,249,JPY,???,0.24824,12362.35,CFR,1.16E+11,???????? ?????? (????????) ?????
2565,11,WTO-22110031-22110031,23:45.9,23:45.9,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,LH772,1190,?????????????????,0.006,TNE,6,C62,998,THB,???,1,5987.58,CPT,1.06E+11,?????? ?????? ?????
2565,10,WTO-22100015-22100016,51:38.2,51:38.2,17019910,4,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 271,250,????????,1,TNE,50,CT,4400,JPY,???,0.2618,57585.22,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2566,8,WTO-23080081-23080080,42:40.9,42:40.9,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8088,1190,?????????????????,0.0015,TNE,6,C62,494,THB,???,1,2963.1,EXW,1.06E+11,?????? ?????? ?????
2565,12,WTO-22120034-22120033,14:59.4,00:00.0,17011400,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 225 V.S418,2801,??????????????????????????????,0.2,TNE,200,KGM,236,JPY,???,0.259813,12263.17,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,11,JTP-23110002-23110002,15:22.1,15:22.1,17011200,0,NULL,NULL,NULL,"Aomori Trading Co., Ltd.",JP,JAPAN,JP,JAPAN,ACX CRYSTAL 285S,111,???????????? ??.10(?.????????) ???.,0.48,TNE,24,BG,6600,JPY,???,0.246236,39003.78,C&F,1.06E+11,?????? ?????? ????? ?????
2566,3,WTO-23030037-23030034,24:46.3,24:46.3,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,LX180,1190,?????????????????,0.002,TNE,2,C62,1026,THB,???,1,2051.9,CPT,1.06E+11,?????? ?????? ?????
2566,9,WTO-23090090-23090086,40:15.4,40:15.4,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,TK1588,1190,?????????????????,0.001,TNE,4,C62,1882,THB,???,1,7527.96,EXW,1.06E+11,?????? ?????? ?????
2566,8,WTO-23080075-23080071,18:46.1,18:46.1,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8088,1190,?????????????????,0.00025,TNE,1,C62,494,THB,???,1,493.85,EXW,1.06E+11,?????? ?????? ?????
2566,12,WTO-23120139-23120136,10:31.3,00:00.0,17011400,3,NULL,NULL,NULL,"INKISM INTERNATIONAL CO., LTD",TW,TAIWAN,TW,TAIWAN,WAN HAI 273 V.S206,119,?????????????? ???.,0.06,TNE,5,CT,35,USD,???????????,35.3284,6208.97,FOB,1.06E+11,?????? ?? ??????? ?????
2566,11,WTO-23110131-23110129,57:40.4,57:40.4,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8020,1190,?????????????????,0.0025,TNE,10,C62,916,THB,???,1,9158.7,EXW,1.06E+11,?????? ?????? ?????
2565,9,WTO-22090006-22090006,30:15.0,30:15.0,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,TG927,1190,?????????????????????,0.002,TNE,2,C62,1162,THB,???,1,2324.84,CPT,1.06E+11,?????? ?????? ?????
2566,6,WTO-23060054-23060052,21:04.8,21:04.8,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,YM WINNER,2801,??????????????????????????????,0.2,TNE,20,BG,3,EUR,????,37.5693,24420.05,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,5,WTO-23050048-23050046,52:07.1,52:07.1,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,ONE IBIS,2801,??????????????????????????????,0.72,TNE,72,BG,2,EUR,????,38.0375,61073.01,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,12,WTO-23120134-23120132,42:28.6,00:00.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,OS025,1190,?????????????????,2.00E-06,TNE,2,C62,1086,THB,???,1,2171.7,EXW,1.06E+11,?????? ?????? ?????
2566,10,WTO-23100114-23100113,08:50.4,08:50.4,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,ONE IBIS,2801,??????????????????????????????,0.25,TNE,25,BG,3,EUR,????,38.6608,31991.81,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,5,WTO-23050046-23050044,34:46.2,34:46.2,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 176 V.S053,2801,??????????????????????????????,0.2,TNE,10,CT,249,JPY,???,0.259753,12935.7,CFR,1.16E+11,???????? ?????? (????????) ?????
2566,2,WTO-23020012-23020011,11:12.4,11:12.4,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,TOKYO TOWER V.S024,2801,??????????????????????????????,0.2,TNE,10,CT,236,JPY,???,0.26277,12402.74,CFR,1.16E+11,???????? ?????? (????????) ?????
2565,10,WTO-22100021-22100022,46:31.0,46:31.0,17011400,3,?????? ?? ??????? ?????,NULL,NULL,"INKISM INTERNATIONAL CO., LTD",TW,TAIWAN,TW,TAIWAN,YM IMMENSE V.347S,250,????????,0.192,TNE,16,CT,35,USD,???????????,37.2338,20940.29,FOB,1.06E+11,?????? ?? ??????? ?????
2565,11,WTO-22110024-22110025,23:18.9,23:18.9,17019100,2,?????? ???????? ????? ?????,NULL,NULL,FOREVER SWEETY SUGAR TRADE COMPANY,TW,TAIWAN,TW,TAIWAN,WAN HAI 171 V.S318,250,????????,3.96,TNE,220,CT,33,USD,???????????,38.3565,278299.42,FOB,1.26E+11,?????? ???????? ????? ?????
2566,1,WTO-23010003-23010003,03:36.0,03:36.0,17011400,90,"NORTHERN FOOD COMPLEX CO.,LTD.",NULL,NULL,Gebana B.V.,NL,NETHERLANDS,PY,PARAGUAY,??????????,1190,?????????????????,0.025,TNE,1,BG,1,EUR,????,37.3611,934.03,FOB,1.06E+11,?????? ??????????? ???? ?????????? ?????
2566,6,WTO-23060059-23060057,12:00.0,12:00.0,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 178 V.S016,2801,??????????????????????????????,0.2,TNE,10,CT,249,JPY,???,0.249398,12420.02,CFR,1.16E+11,???????? ?????? (????????) ?????
2565,11,WTO-22110028-22110028,42:06.0,42:06.0,17019990,90,NULL,NULL,NULL,SUVCHEM,IN,INDIA,IN,INDIA,5.50E+11,1190,?????????????????,0.05,TNE,1,DR,5,USD,???????????,36.853,9213.25,EX-WORKS,1.06E+11,?????? ???????? ???????? ?????
2566,2,WTO-23020014-23020012,10:12.3,10:12.3,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,TG921,1190,?????????????????,0.00025,TNE,1,C62,981,THB,???,1,980.52,CPT,1.06E+11,?????? ?????? ?????
2566,8,WTO-23080076-23080072,20:00.8,20:00.8,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH8088,1190,?????????????????,0.001,TNE,1,C62,737,THB,???,1,736.85,EXW,1.06E+11,?????? ?????? ?????
2566,9,WTO-23090089-23090087,41:24.4,41:24.4,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,TK1588,1190,?????????????????,0.001,TNE,1,C62,247,THB,???,1,246.92,EXW,1.06E+11,?????? ?????? ?????
2566,3,WTO-23030027-23030026,04:59.9,04:59.9,17011400,3,NULL,NULL,NULL,"INKISM INTERNATIONAL CO., LTD",TW,TAIWAN,TW,TAIWAN,WAN HAI 171 V.S321,119,?????????????? ???.,0.072,TNE,6,CT,35,USD,???????????,34.9984,7381.16,FOB,1.06E+11,?????? ?? ??????? ?????
2567,2,WTO-24020014-24020013,03:08.9,03:08.9,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH8020,1190,?????????????????,0.001,TNE,2,C62,2100,THB,???,1,4199.86,EXW,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110130-23110128,54:30.5,54:30.5,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH8020,1190,?????????????????,0.0005,TNE,1,C62,572,THB,???,1,571.62,EXW,1.06E+11,?????? ?????? ?????
2566,10,WTO-23100108-23100105,25:09.5,25:09.5,17011300,0,NULL,NULL,NULL,PRV ENTERPRISES ,IN,INDIA,IN,INDIA,CCNI ANGOL,2801,??????????????????????????????,0.25,TNE,250,KGM,1,USD,???????????,36.0952,8482.37,C&F,2.16E+11,?????? ????? ?????? ?????
2566,8,WTO-23080083-23080078,41:07.8,41:07.8,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH8088,1190,?????????????????,0.005,TNE,1,C62,3341,THB,???,1,3341.24,EXW,1.06E+11,?????? ?????? ?????
2567,2,WTO-24020010-24020009,17:43.9,17:43.9,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8020,1190,?????????????????,0.00025,TNE,1,C62,1506,THB,???,1,1505.59,EXW,1.06E+11,?????? ?????? ?????
2566,9,WTO-23090097-23090096,56:26.4,56:26.4,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,DE,GERMANY,TK068,1190,?????????????????,0.001,TNE,4,C62,731,THB,???,1,2924.96,EXW,1.06E+11,?????? ?????? ?????
2566,2,WTO-23020013-23020014,24:48.6,24:48.6,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,MEISHAN BRIDGE,2801,??????????????????????????????,0.1,TNE,10,BG,3,EUR,????,36.0051,11701.66,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,7,WTO-23070065-23070063,55:33.2,55:33.2,17019100,2,MCCORMICK (THAILAND) LTD,NULL,NULL,"McCormick & Co., Incorporated",US,U.S.A.,US,U.S.A.,????,2801,??????????????????????????????,0.07308,TNE,73.08,KGM,5,USD,???????????,34.9423,12906.04,CIF,1.06E+11,?????? ??????????? (?????????) ?????
2566,3,WTO-23030025-23030023,26:56.0,26:56.0,17019990,2,NULL,NULL,NULL,4WD VISION EUROPE B.V.,NL,NETHERLANDS,PY,PARAGUAY,THALASSA HELLAS,2801,??????????????????????????????,0.25,TNE,250,KGM,6,EUR,????,37.0678,58474.45,CFR,1.08E+11,?????? ??? ????? ?? ????????????????? ????????????? ????? (?????)
2566,3,WTO-23030034-23030032,36:41.9,36:41.9,17011200,0,"SWEET DAILY CO., LTD.",NULL,NULL,CANAL SUGAR COMPANY,EG,EGYPT,EG,EGYPT,STADT DRESDEN 058W,6002,???????????????????? (????) (??.4),250,TNE,5000,BG,1,USD,???????????,34.37,7217700,C&F,9.06E+11,?????? ???? ????? ?????
2566,12,WTO-23120140-23120137,41:15.5,00:00.0,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,QR836,1190,?????????????????,0.018,TNE,18,C62,1191,THB,???,1,21442.68,CPT,1.06E+11,?????? ?????? ?????
2566,2,WTO-23020022-23020019,48:11.8,48:11.8,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,LH8086,1190,?????????????????,0.002,TNE,2,C62,1026,THB,???,1,2051.9,CPT,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110123-23110119,17:16.7,17:16.7,17019910,4,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 272,122,TERMINAL 2 (???.),2,TNE,100,CT,5175,JPY,???,0.246236,127427.13,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2566,3,WTO-23030028-23030028,31:56.4,31:56.4,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,YM WREATH,2801,??????????????????????????????,0.15,TNE,15,BG,3,EUR,????,37.0678,18070.55,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,9,WTO-23090092-23090090,34:41.2,34:41.2,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,LH772,1190,?????????????????,0.005,TNE,1,C62,1671,THB,???,1,1670.93,CPT,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110132-23110127,53:27.7,53:27.7,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH8020,1190,?????????????????,1.00E-06,TNE,1,C62,1086,THB,???,1,1085.85,EXW,1.06E+11,?????? ?????? ?????
2567,1,WTO-24010003-24010003,57:11.0,57:11.0,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,U.S.A.,US,U.S.A.,ONE IBIS V.31W,2801,??????????????????????????????,19.278,TNE,850,BG,27,USD,???????????,35.0557,790523.56,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2567,1,WTO-24010005-24010008,19:48.0,19:48.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH8020,1190,?????????????????,4.00E-06,TNE,4,C62,1086,THB,???,1,4343.4,EXW,1.06E+11,?????? ?????? ?????
2566,10,WTO-23100107-23100103,40:01.1,40:01.1,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,QR836,1190,?????????????????,0.00025,TNE,1,C62,1407,THB,???,1,1406.52,CPT,1.06E+11,?????? ?????? ?????
2566,4,WTO-23040045-23040043,18:50.6,18:50.6,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,TG923,1190,?????????????????,0.001,TNE,1,C62,1026,THB,???,1,1025.95,CPT,1.06E+11,?????? ?????? ?????
2567,2,WTO-24020011-24020011,39:49.0,39:49.0,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 278 V.S022,2801,??????????????????????????????,0.2,TNE,10,CT,262,JPY,???,0.244025,12786.91,CFR,1.16E+11,???????? ?????? (????????) ?????
2565,9,WTO-22090004-22090006,11:30.1,11:30.1,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,TG927,1190,?????????????????????,0.005,TNE,1,C62,2428,THB,???,1,2427.72,CPT,1.06E+11,?????? ?????? ?????
2566,9,WTO-23090088-23090088,42:20.9,42:20.9,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,TK1588,1190,?????????????????,1.00E-06,TNE,1,C62,586,THB,???,1,585.51,EXW,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110120-23110117,51:37.9,51:37.9,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,LH104,1190,?????????????????,0.0005,TNE,1,C62,572,THB,???,1,571.62,EXW,1.06E+11,?????? ?????? ?????
2566,7,WTO-23070062-23070060,55:01.4,55:01.4,17019100,2,MCCORMICK (THAILAND) LTD,NULL,NULL,"McCormick & Co., Incorporated",US,U.S.A.,US,U.S.A.,??????????,1190,?????????????????,0.0261,TNE,26.1,KGM,8,USD,???????????,34.9423,7084.27,CIF,1.06E+11,?????? ??????????? (?????????) ?????
2566,11,WTO-23110118-23110115,48:00.5,48:00.5,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH104,1190,?????????????????,0.0025,TNE,10,C62,494,THB,???,1,4938.5,EXW,1.06E+11,?????? ?????? ?????
2566,12,WTO-23120136-23120131,41:50.0,00:00.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,OS025,1190,?????????????????,1.00E-06,TNE,1,C62,1086,THB,???,1,1085.85,EXW,1.06E+11,?????? ?????? ?????
2566,8,WTO-23080084-23080077,39:22.0,39:22.0,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8088,1190,?????????????????,0.001,TNE,1,C62,1182,THB,???,1,1182.39,EXW,1.06E+11,?????? ?????? ?????
2565,12,WTO-22120043-22120043,52:28.9,00:00.0,17019100,2,NULL,NULL,NULL,GARRETT LICENSING LLC SHOPS,US,U.S.A.,US,U.S.A.,CNC SATURN,2801,??????????????????????????????,19.277,TNE,850,BG,24,USD,???????????,36.1751,744736.78,EX-WORKS,1.06E+11,?????? ????????????? (?????????) ?????
2566,4,WTO-23040040-23040039,47:17.2,47:17.2,17019100,1,NULL,NULL,NULL,SWEET HOME CANDIED PRODUCTS SDN BHD,MY,MALAYSIA,MY,MALAYSIA,ASIATIC BAY V.N098,119,?????????????? ???.,5,TNE,250,BG,46,USD,???????????,34.377,397054.35,CIF,1.05E+11,??????????? ??? ????????? ?????
2565,12,WTO-22120036-22120036,14:10.0,00:00.0,17019990,90,NULL,NULL,NULL,COUPLET SUGAR SA,BE,BELGIUM,BE,BELGIUM,TRURUS,2801,??????????????????????????????,21.6,TNE,21600,KGM,2,EUR,????,37.5334,1256618.23,CIP,1.06E+11,?????? ????????? ????? (????????) ?????
2567,1,WTO-24010001-24010001,33:05.7,33:05.7,17019100,1,NULL,NULL,NULL,SWEET HOME CANDIED PRODUCTS SDN BHD,MY,MALAYSIA,MY,MALAYSIA,YM COOPERATION /V.028N,119,?????????????? ???.,3,TNE,150,BG,46,USD,???????????,35.3284,244825.81,CIF,1.05E+11,??????????? ??? ????????? ?????
2566,1,WTO-23010005-23010004,19:56.1,19:56.1,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,TG921,1190,?????????????????,0.04,TNE,40,C62,1667,THB,???,1,66664.4,CPT,1.06E+11,?????? ?????? ?????
2565,9,JTP-22090001-22090001,35:57.7,35:57.7,17019910,3,NMB MINEBEA THAI LTD.,NULL,NULL,"Nabelin Co.,Ltd.",JP,JAPAN,JP,JAPAN,BEETHOVEN V.053S,2801,????????/?????????/????????,0.0005,TNE,1,BO,3055,JPY,???,0.2669,815.24,CIF,1.06E+11,?????? ??????? (?????????) ?????
2566,8,WTO-23080086-23080084,01:42.0,01:42.0,17019100,2,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,WAN HAI 277,122,TERMINAL 2 (???.),0.2,TNE,10,CT,6429,JPY,???,0.24824,15959.35,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2565,10,WTO-22100018-22100020,20:30.5,20:30.5,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,TG927,1190,?????????????????????,0.01,TNE,2,C62,2428,THB,???,1,4855.44,CPT,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110128-23110126,52:14.9,52:14.9,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8020,1190,?????????????????,0.0005,TNE,1,C62,2777,THB,???,1,2777.25,EXW,1.06E+11,?????? ?????? ?????
2566,11,WTO-23110129-23110125,22:32.2,22:32.2,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,CH,SWITZERLAND,LH8020,1190,?????????????????,0.0005,TNE,1,C62,2777,THB,???,1,2777.25,EXW,1.06E+11,?????? ?????? ?????
2565,10,WTO-22100014-22100014,16:23.4,16:23.4,17019910,3,NULL,NULL,NULL,Merck KGaA,DE,GERMANY,DE,GERMANY,QR0836,1190,?????????????????????,0.006,TNE,6,C62,1162,THB,???,1,6974.52,CPT,1.06E+11,?????? ?????? ?????
2566,10,WTO-23100112-23100109,00:44.7,00:44.7,17019910,3,NULL,NULL,NULL,Merck Life Science KGaA,DE,GERMANY,DE,GERMANY,QY777,1190,?????????????????,0.006,TNE,6,C62,1446,THB,???,1,8673.42,CPT,1.06E+11,?????? ?????? ?????
2566,9,WTO-23090091-23090089,42:57.5,42:57.5,17019910,3,NULL,NULL,NULL,Sigma Aldrich Chemie GmbH,DE,GERMANY,US,U.S.A.,TK1588,1190,?????????????????,1.00E-06,TNE,1,C62,586,THB,???,1,585.51,EXW,1.06E+11,?????? ?????? ?????
2565,11,WTO-22110027-22110027,30:07.8,30:07.8,17019910,4,NULL,NULL,NULL,"SHORAI CO.,LTD.",JP,JAPAN,JP,JAPAN,TS SHENZHEN 2202 2S,122,TERMINAL 2 (???.),1,TNE,50,CT,4400,JPY,???,0.259015,56983.3,CIF,1.06E+11,?.????-??? ??????? ??????? ?????
2567,2,WTO-24020012-24020012,37:14.4,37:14.4,17019990,1,NULL,NULL,NULL,PURATOS NV,BE,BELGIUM,BE,BELGIUM,ANTWERPEN,2801,??????????????????????????????,0.07,TNE,7,BG,3,EUR,????,39.1223,9092.02,CIF,1.06E+11,?????? ????????(?????????) ?????
2566,2,WTO-23020020-23020018,46:23.4,46:23.4,17019910,4,NULL,NULL,NULL,"NISHIHARA SHOKAI CO., LTD.",JP,JAPAN,JP,JAPAN,WAN HAI V.S008,2801,??????????????????????????????,0.2,TNE,10,CT,236,JPY,???,0.258107,12182.65,CFR,1.16E+11,???????? ?????? (????????) ?????
